id_venta,numero_linea,fecha_venta,id_cliente,genero_cliente,tipo_cliente,id_producto,nombre_producto,categoria,tipo_prenda,id_tienda,nombre_tienda,ciudad,departamento,empresa,cantidad,precio_unitario,descuento,metodo_pago,canal,temporada,talla
V002196,1,2025-11-05,C00310,Hombre,Local,P0007,Gorra,Accesorios,Accesorio,T029,Koaj Cosmocentro,Cali,Valle Del Cauca,KOAJ,3,58000.0,0.0,Efectivo,Tienda Física,Temporada Regular,M
V000617,1,2025-09-27,C00495,Mujer,Local,P0022,Tenis Casuales,Calzado,Calzado,T011,Koaj Santa Fe,Medellín,Antioquia,KOAJ,1,205000.0,0.0,Tarjeta Crédito,Tienda Física,Día De La Madre,S
V002831,3,2025-04-10,C00519,Mujer,Local,P0013,Bolso,Accesorios,Accesorio,T003,Koaj Ocean Mall,Santa Marta,Magdalena,KOAJ,1,56000.0,0.1,Tarjeta Crédito,Online,Temporada Regular,M
V000623,2,2023-06-18,C00999,Mujer,Turista,P0015,Jean Straight,Jeans,Pantalón,T032,Koaj La Castellana,Cartagena,Bolívar,KOAJ,1,171000.0,0.0,Tarjeta Débito,Tienda Física,Regreso A Clases,30
V001542,1,2023-11-20,C00360,Hombre,Local,P0002,Set Deportivo,Deportivo,Conjunto,T038,Koaj Plaza Central,Bogotá,Bogotá D.C.,KOAJ,1,157000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V002486,1,2025-11-15,C00211,Hombre,Turista,P0019,Top,Tops,Top,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,3,71000.0,0.0,Transferencia,Tienda Física,Black Friday,Xxl
V001002,1,2024-04-20,C01693,Hombre,Local,P0022,Tenis Casuales,Calzado,Calzado,T031,Koaj Campanario,Popayán,Cauca,KOAJ,1,198000.0,0.0,Efectivo,Tienda Física,Temporada Regular,M
V002518,1,2025-01-06,C02488,Mujer,Local,P0025,Vestido Corto,Vestidos,Vestido,T007,Koaj San Pedro Plaza,Neiva,Huila,KOAJ,1,146000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,S
V003210,3,2025-09-30,C00943,Mujer,Local,P0025,Vestido Corto,Vestidos,Vestido,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,142000.0,0.0,Efectivo,Tienda Física,Día De La Madre,Xxl
V002687,1,2024-10-18,C00448,Mujer,Local,P0003,Jean Mom,Jeans,Pantalón,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,182000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,38
V001998,2,2025-10-21,C01909,Hombre,Local,P0003,Jean Mom,Jeans,Pantalón,T001,Koaj Premium Plaza,Medellín,Antioquia,KOAJ,1,175000.0,0.0,Transferencia,Tienda Física,Temporada Regular,32
V003540,2,2023-01-20,C00465,Mujer,Local,P0008,Chaqueta Bomber,Chaquetas,Chaqueta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,2,208000.0,0.0,Efectivo,Online,Regreso A Clases,Xs
V002316,1,2023-07-08,C00939,Hombre,Turista,P0017,Vestido Casual,Vestidos,Vestido,T019,Koaj Primavera Urbana,Villavicencio,Meta,KOAJ,4,144000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V001641,1,2024-08-13,C01295,Mujer,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T024,Koaj La Quinta,Bucaramanga,Santander,KOAJ,4,79000.0,0.15,Efectivo,Tienda Física,Temporada Regular,S
V000686,1,2025-01-20,C01834,Hombre,Local,P0011,Buzo Básico,Buzos,Buzo,T006,Koaj Único,Pasto,Nariño,KOAJ,1,138000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V003356,1,2023-10-13,C00098,Mujer,Local,P0009,Camisa Casual,Camisas,Camisa,T001,Koaj Premium Plaza,Medellín,Antioquia,KOAJ,1,126000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xxl
V001377,1,2024-01-19,C01088,Mujer,Local,P0004,Jean Skinny,Jeans,Pantalón,T010,Koaj Terraplaza,Popayán,Cauca,KOAJ,2,169000.0,0.0,Transferencia,Tienda Física,Temporada Regular,40
V002611,3,2023-11-07,C00982,Mujer,Turista,P0016,Pantalón Cargo,Pantalones,Pantalón,T010,Koaj Terraplaza,Popayán,Cauca,KOAJ,1,139000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,30
V002739,1,2024-03-03,C01623,Mujer,Local,P0003,Jean Mom,Jeans,Pantalón,T007,Koaj San Pedro Plaza,Neiva,Huila,KOAJ,3,176000.0,0.0,Efectivo,Tienda Física,Temporada Regular,38
V000352,1,2023-10-02,C01283,Mujer,Local,P0012,Blusa,Blusas,Blusa,T042,Koaj Guatapurí,Valledupar,Cesar,KOAJ,2,105000.0,0.0,Tarjeta Crédito,Online,Temporada Regular,Xl
V003794,1,2024-02-04,C01130,Mujer,Local,P0005,Falda,Faldas,Falda,T014,Koaj La Estación,Ibagué,Tolima,KOAJ,1,111000.0,0.1,Efectivo,Tienda Física,Temporada Regular,Xs
V002897,2,2024-06-29,C02232,Hombre,Local,P0003,Jean Mom,Jeans,Pantalón,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,179000.0,0.0,Efectivo,Tienda Física,Temporada Regular,30
V002416,1,2024-02-16,C00064,Hombre,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T001,Koaj Premium Plaza,Medellín,Antioquia,KOAJ,2,219000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V002976,2,2023-07-16,C00940,Mujer,Local,P0019,Top,Tops,Top,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,4,69000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,Xs
V001454,2,2024-06-21,C00742,Mujer,Local,P0011,Buzo Básico,Buzos,Buzo,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,130000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V001355,2,2025-07-22,C02788,Mujer,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T028,Koaj Ventura Plaza,Cúcuta,Norte De Santander,KOAJ,1,227000.0,0.15,Efectivo,Tienda Física,Black Friday,Xl
V001200,1,2024-06-30,C00351,Hombre,Local,P0014,Jogger,Pantalones,Pantalón,T012,Koaj Chipichape,Cali,Valle Del Cauca,KOAJ,4,145000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,36
V002036,2,2025-10-28,C01771,Mujer,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T003,Koaj Ocean Mall,Santa Marta,Magdalena,KOAJ,1,78000.0,0.0,Tarjeta Débito,Online,Día Del Padre,S
V002907,1,2024-07-27,C00328,Hombre,Local,P0017,Vestido Casual,Vestidos,Vestido,T032,Koaj La Castellana,Cartagena,Bolívar,KOAJ,2,146000.0,0.0,Tarjeta Débito,Tienda Física,Día De La Madre,Xxl
V000541,2,2023-01-15,C00366,Hombre,Local,P0004,Jean Skinny,Jeans,Pantalón,T006,Koaj Único,Pasto,Nariño,KOAJ,2,170000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,30
V001405,1,2023-04-22,C00399,Mujer,Local,P0017,Vestido Casual,Vestidos,Vestido,T043,Koaj Victoria,Pereira,Risaralda,KOAJ,1,150000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V001119,1,2025-05-06,C00241,Mujer,Local,P0003,Jean Mom,Jeans,Pantalón,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,1,181000.0,0.2,Efectivo,Online,Temporada Regular,Sin Talla
V001676,2,2025-04-13,C01073,Hombre,Local,P0025,Vestido Corto,Vestidos,Vestido,T015,Koaj Wajira,Riohacha,La Guajira,KOAJ,1,137000.0,0.0,Transferencia,Tienda Física,Temporada De Diciembre,M
V002235,2,2025-05-23,C02101,Hombre,Local,P0015,Jean Straight,Jeans,Pantalón,T003,Koaj Ocean Mall,Santa Marta,Magdalena,KOAJ,2,178000.0,0.0,Efectivo,Tienda Física,Vacaciones,34
V000808,2,2025-01-01,C00245,Mujer,Local,P0012,Blusa,Blusas,Blusa,T011,Koaj Santa Fe,Medellín,Antioquia,KOAJ,4,112000.0,0.0,Tarjeta Crédito,Tienda Física,Regreso A Clases,M
V000283,1,2024-01-21,C00390,Mujer,Turista,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T040,Koaj Andino,Bogotá,Bogotá D.C.,KOAJ,2,221000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xxl
V000332,1,2024-02-13,C02328,Mujer,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T002,Koaj Multicentro,Ibagué,Tolima,KOAJ,1,206000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V000556,2,2024-03-25,C00690,Mujer,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T002,Koaj Multicentro,Ibagué,Tolima,KOAJ,1,132000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,40
V002404,2,2024-06-08,C00871,Hombre,Turista,P0012,Blusa,Blusas,Blusa,T042,Koaj Guatapurí,Valledupar,Cesar,KOAJ,1,108000.0,0.0,Tarjeta Crédito,Tienda Física,Vacaciones,L
V000846,1,2024-12-05,C01052,Mujer,Local,P0011,Buzo Básico,Buzos,Buzo,T015,Koaj Wajira,Riohacha,La Guajira,KOAJ,1,137000.0,0.0,Transferencia,Tienda Física,Temporada Regular,M
V001881,1,2025-05-06,C01710,Mujer,Local,P0003,Jean Mom,Jeans,Pantalón,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,180000.0,0.0,Transferencia,Online,Temporada Regular,38
V003746,1,2025-02-07,C00472,Hombre,Local,P0004,Jean Skinny,Jeans,Pantalón,T030,Koaj Cacique,Bucaramanga,Santander,KOAJ,4,171000.0,0.1,Tarjeta Débito,Tienda Física,Temporada De Diciembre,34
V001892,2,2024-04-10,C01244,Mujer,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T003,Koaj Ocean Mall,Santa Marta,Magdalena,KOAJ,1,222000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xl
V001787,2,2024-03-10,C01353,Mujer,Local,P0010,Short,Shorts,Short,T024,Koaj La Quinta,Bucaramanga,Santander,KOAJ,2,100000.0,0.0,Tarjeta Débito,Tienda Física,Regreso A Clases,32
V002553,1,2023-06-12,C01390,Mujer,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T020,Koaj Salitre Plaza,Bogotá,Bogotá D.C.,KOAJ,4,222000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,M
V002114,1,2024-05-28,C02336,Hombre,Local,P0023,Camiseta Oversize,Camisetas,Camiseta,T029,Koaj Cosmocentro,Cali,Valle Del Cauca,KOAJ,1,75000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V002321,1,2023-09-12,C01706,Mujer,Local,P0002,Set Deportivo,Deportivo,Conjunto,T022,Koaj Portal Del Prado,Barranquilla,Atlántico,KOAJ,3,155000.0,0.05,Efectivo,Tienda Física,Temporada Regular,Xxl
V001891,1,2023-12-21,C01088,Mujer,Turista,P0026,Buzo Con Capucha,Buzos,Buzo,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,1,135000.0,0.0,Efectivo,Tienda Física,Temporada De Diciembre,L
V001654,1,2024-05-30,C02769,Mujer,Turista,P0002,Set Deportivo,Deportivo,Conjunto,T030,Koaj Cacique,Bucaramanga,Santander,KOAJ,2,160000.0,0.05,Tarjeta Crédito,Tienda Física,Temporada Regular,Xxl
V002704,1,2025-07-31,C02453,Mujer,Local,P0018,Camiseta Básica,Camisetas,Camiseta,T027,Koaj Los Molinos,Medellín,Antioquia,KOAJ,1,78000.0,0.4,Tarjeta Débito,Tienda Física,Temporada Regular,L
V001771,1,2025-06-02,C01122,Mujer,Local,P0010,Short,Shorts,Short,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,90000.0,0.0,Transferencia,Tienda Física,Temporada Regular,30
V000890,1,2024-04-13,C02250,Mujer,Turista,P0023,Camiseta Oversize,Camisetas,Camiseta,T025,Koaj El Tesoro,Medellín,Antioquia,KOAJ,4,79000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V000359,2,2025-10-28,C00448,Hombre,Local,P0026,Buzo Con Capucha,Buzos,Buzo,T023,Koaj Jardín Plaza,Cali,Valle Del Cauca,KOAJ,2,135000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,Xs
V000599,1,2023-07-27,C02343,Mujer,Local,P0014,Jogger,Pantalones,Pantalón,T030,Koaj Cacique,Bucaramanga,Santander,KOAJ,1,136000.0,0.05,Efectivo,Tienda Física,Temporada Regular,28
V002434,1,2023-10-30,C01823,Mujer,Local,P0014,Jogger,Pantalones,Pantalón,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,139000.0,0.4,Tarjeta Débito,Tienda Física,Temporada Regular,34
V000726,1,2023-02-07,C01872,Hombre,Local,P0012,Blusa,Blusas,Blusa,T024,Koaj La Quinta,Bucaramanga,Santander,KOAJ,1,107000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V000632,1,2025-04-18,C01797,Hombre,Local,P0022,Tenis Casuales,Calzado,Calzado,T027,Koaj Los Molinos,Medellín,Antioquia,KOAJ,4,197000.0,0.0,Tarjeta Crédito,Tienda Física,Regreso A Clases,M
V002373,1,2023-06-10,C01172,Mujer,Local,P0010,Short,Shorts,Short,T008,Koaj Gran Estación,Bogotá,Bogotá D.C.,KOAJ,4,91000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,36
V003341,1,2025-11-05,C00857,Mujer,Local,P0020,Camiseta Estampada,Camisetas,Camiseta,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,3,76000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,S
V000421,1,2023-09-02,C02611,Mujer,Local,P0023,Camiseta Oversize,Camisetas,Camiseta,T037,Koaj Fundadores,Manizales,Caldas,KOAJ,4,77000.0,0.0,Tarjeta Débito,Tienda Física,Regreso A Clases,Xs
V001504,1,2025-08-09,C01352,Mujer,Turista,P0019,Top,Tops,Top,T043,Koaj Victoria,Pereira,Risaralda,KOAJ,1,72000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,Xs
V001843,2,2025-11-26,C00863,Mujer,Turista,P0019,Top,Tops,Top,T006,Koaj Único,Pasto,Nariño,KOAJ,3,73000.0,0.0,Transferencia,Tienda Física,Día Del Padre,Xs
V003025,1,2023-07-18,C02486,Mujer,Local,P0014,Jogger,Pantalones,Pantalón,T016,Koaj Guacarí,Sincelejo,Sucre,KOAJ,1,142000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,36
V001711,2,2024-05-23,C01244,Mujer,Local,P0008,Chaqueta Bomber,Chaquetas,Chaqueta,T003,Koaj Ocean Mall,Santa Marta,Magdalena,KOAJ,1,216000.0,0.3,Efectivo,Tienda Física,Regreso A Clases,L
V001816,1,2024-07-16,C01320,Hombre,Local,P0010,Short,Shorts,Short,T015,Koaj Wajira,Riohacha,La Guajira,KOAJ,1,91000.0,0.0,Transferencia,Tienda Física,Temporada Regular,36
V001777,1,2025-03-08,C00932,Hombre,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,134000.0,0.0,Tarjeta Crédito,Tienda Física,Black Friday,38
V003651,2,2023-07-27,C02516,Hombre,Local,P0013,Bolso,Accesorios,Accesorio,T005,Koaj Viva Sincelejo,Sincelejo,Sucre,KOAJ,3,58000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,M
V003411,1,2023-06-30,C01569,Hombre,Turista,P0016,Pantalón Cargo,Pantalones,Pantalón,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,139000.0,0.15,Efectivo,Tienda Física,Temporada De Diciembre,40
V000180,2,2023-03-01,C01822,Hombre,Local,P0018,Camiseta Básica,Camisetas,Camiseta,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,4,74000.0,0.0,Tarjeta Débito,Online,Día Del Padre,S
V003373,1,2024-06-27,C02484,Mujer,Turista,P0005,Falda,Faldas,Falda,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,117000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V003492,1,2024-05-14,C00953,Mujer,Turista,P0026,Buzo Con Capucha,Buzos,Buzo,T034,Koaj Viva Barranquilla,Barranquilla,Atlántico,KOAJ,2,135000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,Xs
V002304,1,2023-03-09,C01749,Hombre,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T026,Koaj Portal Del Quindío,Armenia,Quindío,KOAJ,4,145000.0,0.0,Transferencia,Tienda Física,Temporada Regular,32
V000281,2,2025-03-07,C01027,Mujer,Turista,P0017,Vestido Casual,Vestidos,Vestido,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,2,147000.0,0.1,Transferencia,Tienda Física,Temporada Regular,Xl
V001234,1,2024-12-23,C00320,Hombre,Local,P0021,Polo,Camisas,Polo,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,2,118000.0,0.0,Efectivo,Tienda Física,Temporada Regular,S
V002938,1,2025-11-10,C00944,Mujer,Turista,P0002,Set Deportivo,Deportivo,Conjunto,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,1,157000.0,0.0,Tarjeta Débito,Tienda Física,Vacaciones,S
V000308,1,2024-02-24,C02634,Mujer,Local,P0003,Jean Mom,Jeans,Pantalón,T003,Koaj Ocean Mall,Santa Marta,Magdalena,KOAJ,1,181000.0,0.0,Efectivo,Tienda Física,Temporada Regular,36
V001569,1,2025-01-19,C01438,Mujer,Local,P0003,Jean Mom,Jeans,Pantalón,T021,Koaj Mallplaza,Manizales,Caldas,KOAJ,1,178000.0,0.0,Transferencia,Tienda Física,Temporada Regular,30
V001637,2,2024-05-07,C00929,Hombre,Local,P0009,Camisa Casual,Camisas,Camisa,T034,Koaj Viva Barranquilla,Barranquilla,Atlántico,KOAJ,1,125000.0,0.4,Tarjeta Débito,Tienda Física,Vacaciones,L
V002377,2,2025-09-23,C00397,Hombre,Local,P0002,Set Deportivo,Deportivo,Conjunto,T030,Koaj Cacique,Bucaramanga,Santander,KOAJ,2,153000.0,0.15,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V002924,1,2023-01-23,C02122,Hombre,Local,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T026,Koaj Portal Del Quindío,Armenia,Quindío,KOAJ,1,217000.0,0.0,Transferencia,Tienda Física,Día Del Padre,Xl
V002495,2,2025-02-26,C00759,Hombre,Local,P0013,Bolso,Accesorios,Accesorio,T037,Koaj Fundadores,Manizales,Caldas,KOAJ,1,59000.0,0.2,Transferencia,Tienda Física,Temporada Regular,M
V001707,1,2025-01-04,C00376,Mujer,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T022,Koaj Portal Del Prado,Barranquilla,Atlántico,KOAJ,1,134000.0,0.0,Efectivo,Tienda Física,Temporada Regular,34
V000153,3,2025-07-23,C00547,Mujer,Local,P0016,Pantalón Cargo,Pantalones,Pantalón,T039,Koaj Alamedas,Montería,Córdoba,KOAJ,1,140000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,32
V000974,1,2025-10-28,C01190,Hombre,Local,P0006,Cinturón,Accesorios,Accesorio,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,4,58000.0,0.4,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V001024,3,2024-05-31,C02344,Mujer,Local,P0023,Camiseta Oversize,Camisetas,Camiseta,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,4,74000.0,0.0,Tarjeta Débito,Online,Temporada Regular,M
V002020,1,2023-12-09,C00273,Hombre,Local,P0018,Camiseta Básica,Camisetas,Camiseta,T018,Koaj Mall Plaza,Cartagena,Bolívar,KOAJ,1,72000.0,0.0,Efectivo,Tienda Física,Temporada Regular,Xl
V001439,1,2025-05-23,C01736,Mujer,Turista,P0011,Buzo Básico,Buzos,Buzo,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,138000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V003785,2,2023-04-13,C00367,Mujer,Local,P0011,Buzo Básico,Buzos,Buzo,T005,Koaj Viva Sincelejo,Sincelejo,Sucre,KOAJ,2,128000.0,0.05,Tarjeta Débito,Tienda Física,Temporada De Diciembre,S
V001423,1,2025-10-16,C02716,Hombre,Local,P0007,Gorra,Accesorios,Accesorio,T041,Koaj Mayales,Valledupar,Cesar,KOAJ,1,61000.0,0.0,Transferencia,Tienda Física,Temporada Regular,S
V001855,3,2024-07-02,C00556,Mujer,Local,P0014,Jogger,Pantalones,Pantalón,T041,Koaj Mayales,Valledupar,Cesar,KOAJ,1,132000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,36
V001662,2,2024-03-18,C01116,Mujer,Local,P0022,Tenis Casuales,Calzado,Calzado,T003,Koaj Ocean Mall,Santa Marta,Magdalena,KOAJ,1,208000.0,0.3,Tarjeta Crédito,Tienda Física,Vacaciones,S
V002857,1,2024-06-25,C01595,Hombre,Local,P0025,Vestido Corto,Vestidos,Vestido,T015,Koaj Wajira,Riohacha,La Guajira,KOAJ,1,146000.0,0.3,Tarjeta Crédito,Tienda Física,Temporada Regular,L
V001981,1,2024-01-31,C01256,Hombre,Turista,P0012,Blusa,Blusas,Blusa,T036,Koaj Caribe Plaza,Cartagena,Bolívar,KOAJ,3,106000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada De Diciembre,L
V002825,3,2025-02-09,C00734,Mujer,Local,P0001,Pantalón Clásico,Pantalones,Pantalón,T020,Koaj Salitre Plaza,Bogotá,Bogotá D.C.,KOAJ,1,150000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,28
V002405,1,2023-12-10,C02120,Hombre,Local,P0002,Set Deportivo,Deportivo,Conjunto,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,4,154000.0,0.0,Efectivo,Online,Temporada Regular,M
V001831,1,2024-04-20,C02058,Mujer,Turista,P0012,Blusa,Blusas,Blusa,T034,Koaj Viva Barranquilla,Barranquilla,Atlántico,KOAJ,1,105000.0,0.0,Tarjeta Débito,Tienda Física,Black Friday,Xl
V000407,1,2024-03-10,C01480,Hombre,Local,P0026,Buzo Con Capucha,Buzos,Buzo,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,129000.0,0.0,Tarjeta Débito,Online,Temporada Regular,L
V000444,3,2025-11-18,C01047,Mujer,Local,P0026,Buzo Con Capucha,Buzos,Buzo,T015,Koaj Wajira,Riohacha,La Guajira,KOAJ,4,140000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xl
V002413,2,2024-05-01,C00191,Mujer,Local,P0021,Polo,Camisas,Polo,T013,Koaj Caracolí,Bucaramanga,Santander,KOAJ,2,122000.0,0.0,Efectivo,Tienda Física,Día Del Padre,L
V000608,2,2024-06-08,C02084,Mujer,Turista,P0026,Buzo Con Capucha,Buzos,Buzo,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,2,142000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V003796,1,2023-09-01,C01504,Mujer,Local,P0021,Polo,Camisas,Polo,T013,Koaj Caracolí,Bucaramanga,Santander,KOAJ,1,121000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xl
V002331,1,2025-10-20,C02153,Hombre,Local,P0007,Gorra,Accesorios,Accesorio,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,1,60000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,Xs
V000841,2,2023-01-10,C01630,Hombre,Local,P0013,Bolso,Accesorios,Accesorio,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,4,57000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,M
V001730,2,2025-05-15,C00867,Mujer,Local,P0022,Tenis Casuales,Calzado,Calzado,T004,Koaj Unicentro,Armenia,Quindío,KOAJ,2,206000.0,0.0,Transferencia,Online,Temporada Regular,Xl
V002298,1,2023-09-25,C02794,Mujer,Local,P0022,Tenis Casuales,Calzado,Calzado,T032,Koaj La Castellana,Cartagena,Bolívar,KOAJ,1,204000.0,0.3,Tarjeta Crédito,Tienda Física,Día Del Padre,S
V002759,1,2023-05-18,C01079,Mujer,Local,P0008,Chaqueta Bomber,Chaquetas,Chaqueta,T028,Koaj Ventura Plaza,Cúcuta,Norte De Santander,KOAJ,1,210000.0,0.2,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V001870,1,2024-12-05,C01502,Hombre,Local,P0013,Bolso,Accesorios,Accesorio,T042,Koaj Guatapurí,Valledupar,Cesar,KOAJ,4,54000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,S
V000480,1,2023-10-07,C00888,Hombre,Local,P0011,Buzo Básico,Buzos,Buzo,T031,Koaj Campanario,Popayán,Cauca,KOAJ,2,136000.0,0.2,Transferencia,Tienda Física,Temporada Regular,Xl
V000043,2,2025-06-01,C00862,Mujer,Local,P0005,Falda,Faldas,Falda,T035,Koaj Mayorca,Medellín,Antioquia,KOAJ,2,117000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V000437,1,2024-08-05,C02023,Hombre,Local,P0021,Polo,Camisas,Polo,T003,Koaj Ocean Mall,Santa Marta,Magdalena,KOAJ,1,119000.0,0.2,Tarjeta Crédito,Tienda Física,Vacaciones,S
V003590,1,2024-10-08,C00263,Mujer,Local,P0018,Camiseta Básica,Camisetas,Camiseta,T039,Koaj Alamedas,Montería,Córdoba,KOAJ,2,73000.0,0.15,Tarjeta Crédito,Tienda Física,Día Del Padre,M
V000301,1,2024-10-10,C00009,Mujer,Local,P0015,Jean Straight,Jeans,Pantalón,T016,Koaj Guacarí,Sincelejo,Sucre,KOAJ,1,178000.0,0.0,Tarjeta Crédito,Tienda Física,Temporada Regular,36
V002239,1,2025-07-24,C01581,Mujer,Local,P0009,Camisa Casual,Camisas,Camisa,T025,Koaj El Tesoro,Medellín,Antioquia,KOAJ,3,132000.0,0.4,Tarjeta Crédito,Tienda Física,Vacaciones,Xxl
V002093,1,2025-05-10,C01793,Hombre,Turista,P0003,Jean Mom,Jeans,Pantalón,T010,Koaj Terraplaza,Popayán,Cauca,KOAJ,2,186000.0,0.1,Tarjeta Débito,Online,Temporada Regular,34
V000707,2,2025-06-29,C00909,Hombre,Turista,P0024,Chaqueta Denim,Chaquetas,Chaqueta,T033,Koaj Parque Arboleda,Pereira,Risaralda,KOAJ,2,211000.0,0.0,Tarjeta Débito,Tienda Física,Temporada De Diciembre,Xl
V001479,1,2024-08-01,C02093,Hombre,Local,P0019,Top,Tops,Top,T038,Koaj Plaza Central,Bogotá,Bogotá D.C.,KOAJ,1,71000.0,0.3,Tarjeta Débito,Tienda Física,Temporada Regular,Xs
V002117,2,2023-11-08,C01345,Mujer,Turista,P0022,Tenis Casuales,Calzado,Calzado,T009,Koaj Buenavista,Montería,Córdoba,KOAJ,1,202000.0,0.1,Tarjeta Crédito,Tienda Física,Día De La Madre,S
V003084,2,2023-04-27,C01029,Hombre,Local,P0006,Cinturón,Accesorios,Accesorio,T036,Koaj Caribe Plaza,Cartagena,Bolívar,KOAJ,1,56000.0,0.0,Tarjeta Débito,Tienda Física,Temporada Regular,M
V000444,1,2025-11-18,C01047,Mujer,Local,P0022,Tenis Casuales,Calzado,Calzado,T015,Koaj Wajira,Riohacha,La Guajira,KOAJ,3,202000.0,0.0,Transferencia,Tienda Física,Temporada Regular,Xs
